"61","SPAR A FRANKE COMPANY"," cc","www.spar.com.ar | www.franke.com.ar","011 43117655","B","SUIPACHA 1029 1?PISO","","20210101000101","20210101000101"
"62","VISUAR S.A"," cc","www.visuar.com.ar - e-mail: ventas@visuar.com.ar","","B","LA MARTONA 1010 CAÐUELAS","","20210101000101","20210101000101"
"63","LAGOS S. A."," cc","ventas@lagos-web.com.ar","(0341)4567007-4587744","S","AV. PTE PERON 8419","","20210101000101","20210101000101"
"64","ELECTROLUX ARGENTINA S. A."," cc","","011 5289-3900","B","CALLE10 LOTE196 POLO INDUSTRIAL EZEIZA 1806 TRISTA","","20210101000101","20210101000101"
"65","FOGATA FACTORY S. A."," cc","fogata@uolsinectis.com.ar","4724-0220/0666/0100","B","HELGUERA 2595 CAPITAL FADERAL","","20210101000101","20210101000101"
"66","INFORMATICA  FUEGUINA S.A."," cc","www.positivobgh.com.ar","1143092176","B","AV. BRASIL 731","","20210101000101","20210101000101"
"67","GULARO S. A."," cc","www.gularo.com.ar","011 47267800/ 8818","B","ITALIA 569","","20210101000101","20210101000101"
"68","ESKABE S. A."," cc","www.eskabe.com.ar","011 4588-4200/4218","B","NICOLAS REPETO 1545","","20210101000101","20210101000101"
"69","SEDILOG SRL"," cc","info@esoporter.com.ar","0351-4794962","X","FERNANDO ABRAMO 1944","","20210101000101","20210101000101"
"70","MACOSER S. A."," cc","comercial@singermacoser.com.ar","011 45730888","B","AV. CONTRIBUYENTE 4624","","20210101000101","20210101000101"
"71","LAURY D.ME.D. S.R.L. BAZAR Y CAMPING"," cc","laury@laurydigital.com.ar  www.laurydigital.com.ar","34103179000","B","COLECTORA ESTE AUT BS AS KM 284 VILLA GDOR. GALVEZ","","20210101000101","20210101000101"
"72","PCARTS ARGENTINA"," cc","infomunro@pcartsargentina .com","541147309000 541147614455","B","AV. SAN MARTIN 4455","","20210101000101","20210101000101"
"73","AMOBLAMIENTOS LOS ALAMOS"," cc","","1556223489","B","R BALBIN 3821","","20210101000101","20210101000101"
"74","FERRETERIA LA PLAZA"," cc","","","B","LARRE 510","","20210101000101","20210101000101"
"75","A&G MUEBLES DE ABEL BERTOIA"," cc","","03471-425361","B","CHILE 512","","20210101000101","20210101000101"
"76","ARE PRODUTS PABLO DAMIAN TRAJTENBROIT"," cc","","011 1549489131","B","CUBA 2155","","20210101000101","20210101000101"
"77","GES ELECTRONICS"," cc","","4502 3565","B","AV. NAZCA 2441. C.A.B.A. (C1416)","","20210101000101","20210101000101"
"78","ORGA ADRIANA MARCELA"," cc","","","B","DEHEZA 1651 PISO 3 DPTO F","","20210101000101","20210101000101"
"79","USMAN EQUIPAMIENTOS S.R.L."," cc","service@usmansrl.com","0341- 4571605","B","FRAGA 235 BIS","","20210101000101","20210101000101"
"80","ROMANO VICENTE Y SEÐORAN JAVIER HERNAN"," cc","","","B","GAUCHO CRUZ 5069. VILLA BOSCH","","20210101000101","20210101000101"
"81","MORELLI S.R.L."," cc","","54(341) 4622626","B","OVIDIO LAGOS 5843","","20210101000101","20210101000101"
"82","DELOS S.R.L."," cc","","(0341) 3177172","B","PARQUE INDUSTRIAL ALVEAR RUTA 21 KM 7","","20210101000101","20210101000101"
"83","STEFANELLI REFRIGERACION COMERCIAL"," cc","stefanelli@stefanelli-ref.com.ar","(+5411) 42569897","B","AV HIPOLITO YRIGOYEN 5672","","20210101000101","20210101000101"
"84","PEABODY SANSUR"," cc","metalurgicaspsh","02324-432090/433820","B","MERCEDES 6600, BUENOS AIRES","","20210101000101","20210101000101"
"85","DOOKU S.R.L."," cc","","","B","ARAOZ DE LAMADRID GR. NRO 1930","","20210101000101","20210101000101"
"86","EMGISA S.R.L"," cc","","","B","HIPOLITO YRIGOYEN 15892","","20210101000101","20210101000101"
"87","TALSAR SA"," cc","","1147994759","B","CORONEL UZAL 3365","","20210101000101","20210101000101"
"88","BEBELINDO"," cc","info@rodadobebelindo.com.ar","4750-3766","B","BOLIVIA 3541","","20210101000101","20210101000101"
"89","RUBENJUVE S.R.L."," cc","","4541-8700","B","GALV?N 3230","","20210101000101","20210101000101"
"90","GECODINA CREACIONES SRL"," cc","","","B","VENEZUELA 4852","","20210101000101","20210101000101"
"91","COLOR LIVING S.A."," cc","","1147409200","B","BEETHOVEN 202","","20210101000101","20210101000101"
"92","BRIGHTSTAR FUEGUINA SA"," cc","","","R","ISLAS MALVINAS 2150","","20210101000101","20210101000101"
"93","EL DORADO S.A."," cc","","54-3476-494280","B","RUTA NACIONAL 34 - KM 44","","20210101000101","20210101000101"
"94","IPTR"," cc","","","B","ROCHA 1266","","20210101000101","20210101000101"
"95","IRIS AMOBLAMIENTOS"," cc","","","B","PEDRO GOYENA 1290","","20210101000101","20210101000101"
"96","ACOSTA DANIEL OSVALDO"," cc","","","B","LAS HERAS 355","","20210101000101","20210101000101"
"97","CAÐO HOGAR SRL"," cc","","1147534069","B","LINCOLN 1538","","20210101000101","20210101000101"
"98","PETIT MUEBLES GACELA S.R.L."," cc","ventas@mueblesgacela.com.ar","(0358) 4622342 / 4643690","B","SOBREMONTE 3236","","20210101000101","20210101000101"
"99","FRANCISCO FRARE S.A."," cc","ventas@frare.com.ar","(5411)48412062 - 47394142","B","AV. MARQUEZ 1066","","20210101000101","20210101000101"
"100","RHEEM S.A."," cc","","1148966000","B","AV. LIBERTADOR 6570","","20210101000101","20210101000101"
"101","INDELPLAS S.R.L."," cc","","0236-4431258","B","JUNIN 600","","20210101000101","20210101000101"
"102","ENKEM S.A."," cc","","(0341)-5264646","B","AV. LAS PALMERAS 1452 LOTE 83","","20210101000101","20210101000101"
"103","H.L.CATAMARCA S.A"," cc","","1154939756 LIONEL GIORGI","K","RUTA NAC 38 KM 1304 0 SAN FERNANDO DEL VALLE DE C","","20210101000101","20210101000101"
"104","CANDY ELECTRODOMESTICOS ARGENTINA S.A."," cc","info@candy.com.ar","(5411)4778-7300 / 4779-1118","B","AV. GRAL. LUIS MARIA CAMPOS 1061 8? PISO","","20210101000101","20210101000101"
